dv_requested_item,category_item,segment_,mrc_description_entity_,legal_entity_description_entity_,goc___coe_dri_approval_,location_,do_you_require_a_server_within_dmz_ice_environment_,quantity_of_application_servers_,quantity_of_databases_,request_type_,app_upgrade_,what_is_your_application_name_,database_version_,database_size_,additional_database_space_,non_standard_settings_,db_request_type_,db_size_,db_server_type_,db_server_count_,additional_instructions_,character_set,national_character_set,block_size__kb_,select_required_collation_settings,do_you_need_a_replicated_copy_of_database_,additional_information,os_version,db_blueprint,edition,db_patch_level,source_order_guide,dv_category,dv_subcategory,dv_u_used_for,dv_u_status_reason,dv_u_criticality,dv_u_application_lifecycle,dv_u_type,dv_u_primary_sector,dv_u_coe,dv_u_primary_product_line,dv_u_ci_regions,dv_u_number_of_users,dv_u_externally_hosted,dv_u_owning_company,dv_u_sox,dv_u_pci,dv_u_gxp,dv_u_gxp_part11_annex11,dv_u_legal_hold,dv_u_samd,dv_u_privacy_classification,dv_u_data_classification,dv_u_darm,dv_u_dr_enabled
RITM000013118956,SDDC database 1,Global Technology Services,Ethicon USA,CLOSURE MEDICAL CORPORATION,Supply chain (including HCS),NA - ASHBURN (Colocation),No,0,1,SDDC factory migration,No,MD ENTERPRISE LIMS NA-DEV,Oracle 12c Enterprise Edition,Small,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Non-Critical,Core Rising,Server,Medical Devices,SC Quality,Supply Chain,NA,100-999,false,Ethicon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013770059,SDDC database 1,Global Technology Services,J&J Professional Canada,JOHNSON & JOHNSON INC.,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,I2R (MEDCA DEV),Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Medical Devices,SC Plan,Supply Chain,NA,1-99,false,J&J Prof Canada,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013861260,SDDC database 1,Global Technology Services,J&J World Headquarters,JOHNSON & JOHNSON NCB,GTS,NA enterprise data center,No,0,2,Organic Growth,NULL,SDDC REPORTING,SQL 2014 Enterprise Edition,Medium,600 GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core,Server,Corporate,GTS,Report,GLOBAL,100-999,false,ITS - Global,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012653187,SDDC database 1,NULL,NULL,"JANSSEN SUPPLY GROUP, LLC",Pharma,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000012938008,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,SDDC factory migration,No,DA DDL - STG,Oracle 12c Enterprise Edition,Small,80,"Non DBaas
NLS_CHARACTERSET : WE8MSWIN1252 
NLS_NCHAR_CHARACTERSET : AL16UTF16  
BLOCK SIZE : 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Non-Critical,Maintaining,Server,Pharma,R&D Development Other,R&D Lab Data Generation & Lab Innovation,EMEA,1-99,false,Janssen R&D BE,false,false,true,false,false,false,NULL,NULL,false,false
RITM000014073154,SDDC database 1,Ethicon,Johnson & Johnson MEDICAL GmbH,JOHNSON & JOHNSON MEDICAL GMBH,Medical devices,EMEA enterprise data center,No,2,1,New Application,NULL,EMS / DESIGO CC NOR - QA,SQL 2014 Standard Edition,Medium,250,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,Solution Design is attached; Requirement is agreed with LMDW team (Marc Van den Wyngaert),NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Server,Medical Devices,SC Make,Supply Chain,EMEA,1-99,false,Johnson & Johnson MEDICAL,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013140101,SDDC database 1,Global Technology Services,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,1,SDDC factory migration,Yes,PDMS PIMS US,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Critical,NULL,Platform,Pharma,R&D Development PDMS,R&D PDMS,NA,100-999,false,Janssen R&D US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013162689,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Consumer medical tech (CMT),NA enterprise data center,No,0,1,SDDC factory migration,Yes,NORTHSTAR APPLICATION SANDBOX OLAP,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Non-Critical,Maintain,Server,Consumer,N/A,CMD Customer Care,"NA, EMEA",1-99,false,US Diabetes Care,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014386173,SDDC database 1,Corporate,Janssen GTSC,J.C. GENERAL SERVICES CVBA,Corporate (ETCS),EMEA - HEMEL HEMPSTEAD (Colocation),No,1,1,Organic Growth,NULL,GLOBAL TREASURY-WL-TRAX-SBX,Oracle 12c Enterprise Edition,Large,500,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,Table space encryption required.,NULL,NULL,Enterprise,12.1.0.2.161018,Provision a hosting platform or database,Service,Application,Test,NULL,BCA,Declining,Server,Corporate,ITGF,Treasury,"NA, EMEA, LATAM, ASPAC",1-99,false,Janssen GTSC,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014284055,SDDC database 1,Corporate,J&J World Headquarters,W125 JOHNSON & JOHNSON,Corporate (ETCS),NA enterprise data center,No,3,3,Organic Growth,NULL,LYNX INFRASTRUCTURE SERVICES,SQL 2012 Standard Edition,Small,500 GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,BCA,NULL,Platform,Corporate,GTS,None Assigned,NA,N/A,false,JJ World Headqtrs US,false,false,false,false,true,false,NULL,NULL,false,false
RITM000012922377,SDDC database 1,Global Technology Services,J&J Taiwan,JOHNSON & JOHNSON TAIWAN LTD.,Consumer,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,NA WORKFLOW,SQL 2012 Standard Edition,Small,80,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Consumer,Sales,Sales & Customer Development,ASPAC,100-999,false,J&J Taiwan,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013118857,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,Yes,MANUFACTURING INTELLIGENCE SERVICE-PARSEC OEE MONITORING SYSTEM - QA,SQL 2012 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Pharma,JSC Make,Supply Chain,NA,100-999,false,TIME,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013138225,SDDC database 1,Corporate,GFS LATAM,JOHNSON & JOHNSON INDUSTRIAL LTDA.,Corporate (ETCS),EMEA enterprise data center,No,0,1,New application,NULL,CAPEX - QA,SQL 2012 Enterprise Edition,Small,100,"We have the SQL server ITSUSRAWSP02369, we just 
need the creation of the instance with the same name ITSUSRAWSP02369, and add the INSTANCE in CMDB.

Thank you
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Corporate,ITGF,LATAM,LATAM,1-99,false,Enterprise Business Solut,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014070926,SDDC database 1,Global Technology Services,Cordis USA,CORDIS CORPORATION,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,JDE CORDIS - JDE ENTERPRISEONE-PROD,Oracle 11g Enterprise Edition on RHEL 6.8,Large,"3,800 GB",NULL,Standard,NULL,NULL,NULL,NULL,WE8ISO8859P1,UTF8,8,NULL,No,"/u02/oradata01 - 300GB
/u02/oradata02 - 300GB
/u02/oradata03 - 1600 GB
/u02/oradata04 - 1600 GB",NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,BCA,Maintain,Server,Medical Devices,SC General,Supply Chain,NA,"1,000-9,999",false,Biosense Webster USA,true,false,true,false,true,false,Personal Data Type 1,NULL,false,false
RITM000013127428,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,GTS,EMEA enterprise data center,No,0,1,SDDC factory migration,Yes,DOOGLE,Oracle 11g Enterprise Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Decommission Pending,Non-Critical,NULL,Website,Corporate,GTS,None Assigned,EMEA,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014039963,SDDC database 1,Application Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Corporate (ETCS),NA enterprise data center,No,1,1,New Application,NULL,IBIS BILLING SYSTEM - PROD,SQL 2014 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Website,Corporate,GTS,Financial Services,NA,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012914094,SDDC database 1,Consumer,J&J Consumer Products USA,JOHNSON & JOHNSON CONSUMER,Consumer,NA enterprise data center,No,3,1,New application,NULL,JENNIFER VOICE - PROD,SQL 2012 Standard Edition,Large,400,NULL,Standard,Large,Windows,1,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintaining,Server,Consumer,SC Deliver,Supply Chain,NA,100-999,false,J&J Consumer Prod US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013340515,SDDC database 1,Global Technology Services,J&J Medical China,JOHNSON & JOHNSON MEDICAL (CHINA),Medical devices,ASPAC enterprise data center,No,0,1,SDDC Factory Migration,No,JJMC EASP,SQL 2008 Standard Edition,Small,0,"Manual DB build
One Shanghai DC Site
Not DMZ
Please contact Vibhor Agarwal or Chandra Srinivasa for queries regarding this Shanghai request",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,Declining,Platform,Medical Devices,ASPAC,D&A,ASPAC,1-99,false,J&J Medical China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012761951,SDDC database 1,MD&D,DePuy Switzerland,MEDOS INTERNATIONAL SARL,Medical devices,EMEA enterprise data center,No,2,2,Base business,NULL,JNJCHLL ORTEMS,SQL 2012 Enterprise Edition,Medium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Sensitive,Maintain,Server,Medical Devices,SC Plan,Supply Chain,EMEA,1-99,false,DePuy Switzerland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013330671,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,IT SERVICE-INTRANET JJEDS - QA,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Pharma,JSC General,Supply Chain,EMEA,1-99,false,Cilag CH-Schaff Oper,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012902345,SDDC database 1,Infrastructure Services,Janssen Pharmaceuticals,P205 ORTHO-MCNEIL FINANCE CO.,Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,JPI MAT IC CUBES,Oracle 11g Enterprise Edition,Large,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Decommission Pending,Non-Critical,Maintain,Server,Pharma,Comm NA,Operational Analytics,NA,"1,000-9,999",false,Janssen Pharmaceuticals,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013348829,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Consumer,NA enterprise data center,No,0,1,SDDC Factory Migration,No,UPDATE JJEDS,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Consumer,N/A,Sales & Customer Development,LATAM,1-99,false,J&J Venezuela HI,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014118655,SDDC database 1,Global Technology Services,Synthes Switzerland,SYNTHES GMBH,Medical devices,EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,ECATALOG (EMEA)-DEV,SQL 2014 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Medical Devices,EMEA,Marketing,EMEA,1-99,false,Synthes Switzerland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013634061,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,GALAXY-WEBMETHODS-DEV,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Non-Critical,Maintain,Middleware,Pharma,Comm EMEA RI Fin & Log,Supply Chain,EMEA,1-99,false,Emea Phar Headquarters,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012938256,SDDC database 1,Global Technology Services,MD&D UK,JOHNSON & JOHNSON MEDICAL LTD,Medical devices,EMEA enterprise data center,No,0,1,SDDC factory migration,No,BEACON BI MDD EMEA (MDM) - DEV,SQL 2008 Standard Edition,Small,80,"Non DBaas
SMALL SIZE Server and we required SQL Server 2008 Standard edition",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core Rising,Server,Medical Devices,EMEA,D&A,EMEA,1-99,false,MD UK,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013842516,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,Corporate (ETCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,EGRC,Oracle 11g Enterprise Edition on RHEL 6.6,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,UTF8,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Website,Corporate,ITGF,Account To Report,"NA, LATAM, EMEA, ASPAC","1,000-9,999",false,JJ World Headqtrs US,false,false,true,false,true,false,NULL,NULL,false,false
RITM000013027354,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,Yes,JSC MAXIMO COE-QA,Oracle 12c Enterprise Edition,Large,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Rising,Platform,Pharma,JSC General,Supply Chain,"NA, GLOBAL",100-999,false,JOM (Janssen Ortho-McNeil),false,false,true,false,false,false,NULL,NULL,false,false
RITM000013225469,SDDC database 1,Global Technology Services,Biosense Webster USA,"ATRIONIX, INC.",Medical devices,NA enterprise data center,No,0,1,SDDC factory migration,No,PRODUCT 360 PROD - BWI,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Rising,Server,Medical Devices,NA,R&D_Regulatory_Affairs,GLOBAL,100-999,false,Biosense Webster USA,false,false,true,false,true,false,NULL,NULL,false,false
RITM000013465188,SDDC database 1,Consumer,J&J Canada,JOHNSON & JOHNSON INC.,Consumer,NA enterprise data center,No,1,1,Organic Growth,NULL,SMARTLAB E-NOTEBOOKS - DEV,Oracle 12c Enterprise Edition,Small,200GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core Rising,Server,Consumer,SC Quality,Supply Chain,NA,1-99,false,J&J Consumer Prod US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013076945,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,New application,NULL,DOUBLE-TAKE,SQL 2012 Enterprise Edition,Small,200,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013323180,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Consumer,ASPAC enterprise data center,No,0,1,SDDC Factory Migration,No,CONSUMER CHINA DXP QA,SQL 2012 Standard Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Consumer,Sales,Analytics,ASPAC,1-99,false,J & J Consumer China Ltd,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012844155,SDDC database 1,NULL,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,1,1,SDDC factory migration,Yes,ERES - ELECTRONIC RISK EVALUATION SYSTEM - PROD,Oracle 12c Enterprise Edition,Small,NULL,NULL,Standard,Small,Linux,1,Please provide 1 SMALL PROD Database on EMEA-BEERSE Region.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Sensitive,Maintain,Server,Pharma,Comm EMEA Beerse Campus,Product Line Not Applicable,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,Personal Data Type 1,NULL,false,false
RITM000013058595,SDDC database 1,Global Technology Services,MD&D UK,JOHNSON & JOHNSON MEDICAL LTD,Medical devices,EMEA enterprise data center,No,0,1,SDDC factory migration,No,BEACON BI MDD EMEA (MDM) - PROD,SQL 2008 Enterprise Edition,Small,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Core Rising,Server,Medical Devices,EMEA,D&A,EMEA,"1,000-9,999",false,MD UK,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013001833,SDDC database 1,Global Technology Services,J&J Prof Czech Republic,"JOHNSON & JOHNSON, S.R.O",Medical devices,EMEA - HEMEL HEMPSTEAD (Colocation),No,0,1,SDDC factory migration,No,GBA - SHARED QA,SQL 2012 Standard Edition,Small,0,"Non DBaaS
Collation : SQL_Czech_CP1250_CI_AS",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Medical Devices,EMEA,Product Line Not Assigned,EMEA,100-999,false,J&J Prof Czech Repub,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014159068,SDDC database 1,Consumer Medical Devices,US Diabetes Care,"LIFESCAN, INC.",GTS,NA enterprise data center,No,0,1,New Application,NULL,JDE LIFESCAN - DSI DCLINK-PROD,Oracle 12c Enterprise Edition,Small,400GB,CharacterSet should be WE8MSWIN1252.,Custom,NULL,NULL,NULL,NULL,OTHER,AL16UTF16,8,NULL,No,Total drive space is 500GB.,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,BCA,Maintain,Server,Consumer,SC General,Supply Chain,NA,"1,000-9,999",false,US Diabetes Care,false,false,false,false,true,false,NULL,NULL,false,false
